Title,Price_Text,Price_Numeric,Location,Bedrooms,Bathrooms,Area_Size,Area_Unit,Area_Sqft
"2 Kanal Luxury Mansion With 1 Kanal Lush Lawn, Full Basement Pool DHA Phase 6",34 Crore,340000000.0,"DHA Phase 6, DHA Defence",6.0,7.0,2.0,Kanal,10890.0
"Eye-Catching 5-Marla Bungalow at Very Cheap Price 3 Master Beds, Elegant Wood Work & Secure Community DHA Phase 9-Town Hot Location Offer",2.9 Crore,29000000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
With Basement 5 Beds Brand New 11 Marla House for Sale in Ex Air Avenue DHA Phase 8 Lahore .,5.75 Crore,57500000.0,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",5.0,6.0,11.0,Marla,2994.75
"TOWNSHIP SECTER A1 BLOCK C NEAR MODEL TOWN LINK ROAD 10MARLA CORNER SOLID CONSTRUCTION HOUSE FOR SALE WITH 4BED 5BATH,DOUBLE KITCHEN,24/7 SECURITY FOR SALE",3.8 Crore,38000000.0,"Township - Sector A1, Township",4.0,5.0,10.0,Marla,2722.5
PGECHS SOCIETY A1 MODEL TOWN LINK ROAD 15 MARLA CORNER SINGLE STOREY LAVISH HOUSE FOR SALE,3.95 Crore,39500000.0,"PGECHS Phase 1, Punjab Govt Employees Society",3.0,3.0,15.0,Marla,4083.75
"Ideal Location: 3 Marla Double Storey House, Rehman Park",75 Lakh,7500000.0,"Rehmat Park, Ferozepur Road",3.0,3.0,3.0,Marla,816.75
Prime Location House Sized 2 Marla For Sale,77 Lakh,7700000.0,"Gajju Matah, Lahore",2.0,3.0,2.0,Marla,544.5
Ultra Lavish 1 Kanal Bungalow With Full Basement For Sale In DHA Phase 8 7 Beds Top Amenities,11.5 Crore,115000000.0,"DHA Phase 8 - Block V, DHA Phase 8",7.0,7.0,1.0,Kanal,5445.0
1 Kanal Full Basement Furnished Bungalow With Pool And Home Theater For Sale In Phase 6,23.5 Crore,235000000.0,"DHA Phase 6, DHA Defence",6.0,6.0,1.0,Kanal,5445.0
01 Kanal Brand New Ultra Modern Designer House for sale Available in Valencia Town Lahore,9 Crore,90000000.0,"Valencia Housing Society, Lahore",6.0,6.0,1.0,Kanal,5445.0
Exquisite 1 Kanal Bungalow For Sale In DHA Phase 4 DD Block!,7 Crore,70000000.0,"DHA Phase 4 - Block DD, DHA Phase 4",5.0,6.0,1.0,Kanal,5445.0
1 Kanal Brand New Furnished Bungalow in DHA Phase 7 | Double Unit with 6 Beds,7.75 Crore,77500000.0,"DHA Phase 7 - Block Q, DHA Phase 7",5.0,6.0,1.0,Kanal,5445.0
42 Marla New House Available For Sale 7 Beds 8 Bathroom Cinema Hall Swimming Pool Demand 13 Crore Wapda Town Lahore,13 Crore,130000000.0,"Valencia Housing Society, Lahore",7.0,6.0,2.1,Kanal,11434.5
5 Marla Brand New Facing Park Luxury House For Sale Near Canal Road Sector D Bahria Town Lahor,2.6 Crore,26000000.0,"Bahria Town - Sector D, Bahria Town",4.0,5.0,5.0,Marla,1361.25
A Spacious 3.5 Marla House In Sabzazar Scheme,1.75 Crore,17500000.0,"Sabzazar Scheme, Lahore",3.0,3.0,3.5,Marla,952.875
Get In Touch Now To Buy A House In Sabzazar Scheme,2.65 Crore,26500000.0,"Sabzazar Scheme, Lahore",5.0,5.0,5.2,Marla,1415.7
10 Malra Designer House For Sale In Gulbahar Block Bahria Town Lahore,3.7 Crore,37000000.0,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",5.0,6.0,10.0,Marla,2722.5
Ultra Luxury Design 10 Marla Brand New Villa For Sale In Near Defence Raya Fair Ways,3.89 Crore,38900000.0,"DHA Phase 7, DHA Defence",4.0,5.0,10.0,Marla,2722.5
Top-Quality 1 Kanal Ultra Modern Designer House Move-in Ready Near raya Fairways and Mosque,7.86 Crore,78600000.0,"DHA Phase 6 - Block L, DHA Phase 6",5.0,6.0,1.0,Kanal,5445.0
10-Marla Brand New House For Sale At Super Hot Location Near Jalal Sons Wateen Chowk,4.75 Crore,47500000.0,"DHA Phase 5, DHA Defence",5.0,5.0,10.0,Marla,2722.5
3 Years Installment Plan Luxury Brand New House In Park View City Lahore,1.15 Crore,11500000.0,"Park View City, Lahore",3.0,4.0,3.5,Marla,952.875
5 Marla Luxury House In Rose Block Of Park-View City Is Up For SALE At Best Price,2.4 Crore,24000000.0,"Park View City - Rose Block, Park View City",4.0,4.0,5.0,Marla,1361.25
Luxury Living! 1 Kanal Corner Fully Furnished Designer Bungalow With Full Basement For Sale In DHA Phase 5 |,25 Crore,250000000.0,"DHA Phase 5 - Block H, DHA Phase 5",5.0,6.0,1.0,Kanal,5445.0
DHA RAHBAR 10 MARLA MODREN STYLE MOST BEAUTIFUL HOUSE AVAILABLE FOR SALE,4.8 Crore,48000000.0,"DHA 11 Rahbar Phase 1 - Block E, DHA 11 Rahbar Phase 1",5.0,6.0,10.0,Marla,2722.5
DHA RAHBAR BRAND NEW BEST LOCATION HOUSE IS AVAILABLE FOR SALE,2.18 Crore,21800000.0,"DHA 11 Rahbar Phase 2 Extension - Block N, DHA 11 Rahbar Phase 2 Extension",3.0,4.0,5.0,Marla,1361.25
DHA RAHBAR MODREN STYLE MOST BEAUTIFUL CORNER GOUSE ON 50 FT WIDE ROAD IS AVAILABLE FOR SALE,2.95 Crore,29500000.0,"DHA 11 Rahbar Phase 2 Extension - Block M, DHA 11 Rahbar Phase 2 Extension",3.0,4.0,5.0,Marla,1361.25
VALENCIA TOWN ULTRA MODREN BRAND NEW HOUSE 60 FT WIDE ROAD IS AVAILABLE FOR SALE,9.2 Crore,92000000.0,"Valencia Housing Society, Lahore",6.0,6.0,1.0,Kanal,5445.0
01 Kanal House for sale Available in IEP Engineer Town Very Near to Valencia Town Lahore,5.25 Crore,52500000.0,"Valencia Housing Society, Lahore",5.0,6.0,1.0,Kanal,5445.0
01 Kanal Brand New House For Sale Available in Valencia Town Lahore,8.25 Crore,82500000.0,"Valencia Housing Society, Lahore",6.0,6.0,1.0,Kanal,5445.0
32 MARLA BEAUTIFUL HOUSE FOR SALE IN PUNJAB PHASE 2 NEAR WAPDA TOWN COLLEGE ROAD LAHORE,8.9 Crore,89000000.0,"PGECHS Phase 2, Punjab Govt Employees Society",7.0,6.0,1.6,Kanal,8712.0
2 Marla Double Storey House For Sale In Mian Amiruddin Park Near TajPura And Jora Pull Main Road,85 Lakh,8500000.0,"Mian Amiruddin Park, Lahore",3.0,2.0,2.0,Marla,544.5
3 Marla Double Story House Near Alnoor Park Housing Society Main Shahzada Road Old Khana Nau Lahore,55 Lakh,5500000.0,"Al Noor Park Housing Society, Lahore",2.0,2.0,3.0,Marla,816.75
3 Marla Double Story House In Alnoor Park Housing Society Main Shahzada Road Old Khana Nau Lahore,45 Lakh,4500000.0,"Al Noor Park Housing - Block A, Al Noor Park Housing Society",4.0,3.0,3.0,Marla,816.75
1 KANAL ULTRA MODERN BUNGALOW FOR SALE WITH SWIMMING POOL,8.5 Crore,85000000.0,"Valencia Housing Society, Lahore",5.0,6.0,1.0,Kanal,5445.0
5 Marla Brand New House For Sale In Jubilee Town E Block .,2.15 Crore,21500000.0,"Jubilee Town, Lahore",5.0,5.0,5.0,Marla,1361.25
House For sale Is Readily Available In Prime Location Of Sabzazar Scheme,78 Lakh,7800000.0,"Sabzazar Scheme, Lahore",3.0,3.0,2.5,Marla,680.625
10 Marla House In Central Sabzazar Scheme For Sale,4.45 Crore,44500000.0,"Sabzazar Scheme, Lahore",5.0,5.0,10.0,Marla,2722.5
Spacious Prime Location House Is Available In Sabzazar Scheme - Block K For sale,3.6 Crore,36000000.0,"Sabzazar Scheme - Block K, Sabzazar Scheme",5.0,5.0,10.0,Marla,2722.5
10 Marla Brand New Full Basement Luxury Lavish Luxury Modern Design House Available For Sale IN DHA Phase 5 Facing Park Top Location,7.5 Crore,75000000.0,"DHA Phase 5, DHA Defence",5.0,6.0,10.0,Marla,2722.5
House Of 1 Kanal Is Available In Contemporary Neighborhood Of Sabzazar Scheme,7.25 Crore,72500000.0,"Sabzazar Scheme, Lahore",7.0,6.0,1.0,Kanal,5445.0
10 Marla Spanish House For Sale In Jubilee Town A Block.,2.8 Crore,28000000.0,"Jubilee Town, Lahore",3.0,5.0,10.0,Marla,2722.5
Your Dream Brand New 5 Marla House Is Available In Wapda Town,2.75 Crore,27500000.0,"Wapda Town, Lahore",6.0,6.0,5.0,Marla,1361.25
5 Marla Modern House in Tulip Overseas Block of ParkView City Awaits,2.1 Crore,21000000.0,"Park View City - Tulip Overseas, Park View City",4.0,4.0,5.0,Marla,1361.25
10 Marla Luxury Brand New House For Sale In Sector E Bahria Town Lahore With Original Pics,2.99 Crore,29900000.000000004,"Bahria Town - Sector E, Bahria Town",5.0,6.0,10.0,Marla,2722.5
1 Kanal New Build House For Sale Good Construction Quality,9.9 Crore,99000000.0,"DHA Phase 7 - Block R, DHA Phase 7",5.0,7.0,1.0,Kanal,5445.0
5 MARLA CORNER BRAND NEW MODERN AND ELEGANT HOUSE FOR SALE IN CLOSE TO VALENCIA TOWN,2.75 Crore,27500000.0,"Valencia - Block P, Valencia Housing Society",3.0,4.0,5.0,Marla,1361.25
100 % Original Available Eyes Catching Brand New Top Class Palace In Dha Phase 5 Facing Big Park,8.55 Crore,85500000.0,"DHA Phase 5, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
10 Marla House For Sale At Main Boulevard with 12 kv solar In Imperial Homes Paragon City Lahore,4.4 Crore,44000000.0,"Imperial Garden Homes, Paragon City",4.0,5.0,10.0,Marla,2722.5
"100% Original Add Brand New Modern With Roof Top Near Carrefour Mall And Raya , Bungalow For Sale",11.1 Crore,111000000.0,"DHA Phase 7 - Block S, DHA Phase 7",5.0,6.0,1.0,Kanal,5445.0
10 MARLA DOUBLE STORY LUXURY HOUSE FOR SALE,5.5 Crore,55000000.0,"Allama Iqbal Town, Lahore",4.0,6.0,10.0,Marla,2722.5
10 MARLA BRAND NEW DOUBLE STORY HOUSE FOR SALE,7.5 Crore,75000000.0,"Allama Iqbal Town, Lahore",5.0,6.0,10.0,Marla,2722.5
"10 Marla Modern Elevation House Construction Owner-Built, Not Contractor-Built For Sale",6.75 Crore,67500000.0,"Allama Iqbal Town, Lahore",4.0,6.0,10.0,Marla,2722.5
1 Kanal Stylish Supreme Designers Bungalow For Sale,6.2 Crore,62000000.0,"NFC 1, Lahore",7.0,,1.0,Kanal,5445.0
BEST DEAL IN TOWN! Brand New One Kanal House in DHA Phase 7- READY TO MOVE!,6.95 Crore,69500000.0,"DHA Phase 7, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
10 Marla Cornor House For Sale,4.5 Crore,45000000.0,"Allama Iqbal Town - Karim Block, Allama Iqbal Town",5.0,5.0,10.0,Marla,2722.5
5 Marla Ultra Modern Brand New House For Sale In DHA Phase 9,1.85 Crore,18500000.0,"DHA 9 Town, DHA Defence",3.0,5.0,5.0,Marla,1361.25
Very Reasonable Price Brand New House For Sale In DHA Defence,2.16 Crore,21600000.0,"DHA 9 Town, DHA Defence",4.0,5.0,6.0,Marla,1633.5
A Beautiful 3 Marla Double Story House For,95 Lakh,9500000.0,"SA Gardens Phase 2, SA Gardens",3.0,3.0,3.0,Marla,816.75
A Beautiful Modern Design 5 Marla Double Story House For Sale,1.5 Crore,15000000.0,"SA Gardens Phase 2, SA Gardens",4.0,4.0,5.0,Marla,1361.25
10 Marla Out Class Location Ultra Spanish Design Like A Brand New Most Luxurious Bungalow For Sale In DHA Phase 6 Good Location,5.1 Crore,51000000.0,"DHA Phase 6, DHA Defence",4.0,5.0,10.0,Marla,2722.5
Sabzazar Scheme - Block P House Sized 5 Marla Is Available For Sale,2.48 Crore,24800000.0,"Sabzazar Scheme - Block P, Sabzazar Scheme",5.0,6.0,5.0,Marla,1361.25
Sabzazar Scheme House Sized 5 Marla,2.98 Crore,29800000.0,"Sabzazar Scheme, Lahore",5.0,5.0,5.0,Marla,1361.25
House For sale In Rs. 35500000,3.55 Crore,35500000.0,"Sabzazar Scheme, Lahore",5.0,5.0,10.0,Marla,2722.5
Book A House Of 11 Marla In Beacon House Society Beacon House Society,3.3 Crore,33000000.0,"Beacon House Society, Lahore",5.0,6.0,10.0,Marla,2722.5
10 MARLA BRAND NEW HOUSE NEAR TO CARREFOUR DHA PHASE 7,4.5 Crore,45000000.0,"DHA Phase 7, DHA Defence",4.0,5.0,10.0,Marla,2722.5
1-Kanal Modern Fully Furnished House in DHA Phase 7 Hot Location,8.9 Crore,89000000.0,"DHA Phase 7, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
23 Marla Corner Modern Design 6-Bed room Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market,6.9 Crore,69000000.0,"DHA Phase 3 - Block X, DHA Phase 3",5.0,6.0,1.2,Kanal,6534.0
Luxury Redefined Stunning 1 Kanal Designer Home in Phase 7,8.45 Crore,84500000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
1 Kanal Luxury House For Sale In DHA Phase 7 Designer Living At Its Finest,6.85 Crore,68500000.0,"DHA Phase 7, DHA Defence",7.0,7.0,1.0,Kanal,5445.0
SWIMMING POOL + FULL BASEMENT +FULL FURNISHED BRAND-NEW HOUSE AND CINEMA HALL IN THE BASEMENT NEAR TO PARK AND MOSQUE,7.98 Crore,79800000.0,"DHA Phase 6 - Block J, DHA Phase 6",5.0,6.0,1.0,Kanal,5445.0
Well-constructed Brand New House Available For sale In Allama Iqbal Town,3 Crore,30000000.0,"Allama Iqbal Town, Lahore",4.0,4.0,3.2,Marla,871.2
5 Marla Brand New House Available For Sale At Hot Location In Bahria Nasheman,1.45 Crore,14500000.0,"Bahria Nasheman, Lahore",3.0,5.0,5.0,Marla,1361.25
10 Marla Corner House For Sale Ideal Location,4.15 Crore,41500000.0,"Lake City Meadows Phase 1, Lake City Meadows",4.0,5.0,10.0,Marla,2722.5
5 Marla House Available For Sale Ln DHA 9 Town,2.08 Crore,20800000.0,"DHA 9 Town, DHA Defence",3.0,5.0,5.0,Marla,1361.25
INVESTOR PRICE 1 KANAL LAWN PLUS 1 KANAL ROYAL BUNGALOW IN LOW PRICE NEAR TO CARREFOUR.,9.95 Crore,99500000.0,"DHA Phase 7, DHA Defence",5.0,6.0,2.0,Kanal,10890.0
"Property For Sale Location: GOR- 1, Mall Road. Area : 5 kanal 2Marla Front : 139ft Covered area : 13400sqft (Old Construction) Single Owner Demand : 16 cr per kanal",15.99 Crore,159900000.0,"GOR 1, GOR",,,1.0,Kanal,5445.0
One Kanal Used Modern Design Bungalow For Sale At Prime Location Of DHA Lahore Near To Park & Commercial Market.,6.75 Crore,67500000.0,"DHA Phase 4 - Block CC, DHA Phase 4",5.0,6.0,1.0,Kanal,5445.0
A Beautiful 5 Marla Park Facing Double Storey House For Sale,1.6 Crore,16000000.0,"SA Gardens Phase 2, SA Gardens",4.0,4.0,5.0,Marla,1361.25
A Beautiful 5 Marla One And Half Storey House For Sale,1.15 Crore,11500000.0,"SA Gardens Phase 2, SA Gardens",3.0,3.0,5.0,Marla,1361.25
12 Marla CORNER House In Johar Town Phase 2 Is Available For Sale,4.75 Crore,47500000.0,"Johar Town Phase 2, Johar Town",3.0,3.0,12.0,Marla,3267.0
7.5 MARLA HOUSE FOR SALE IN DHA LAHORE,3.6 Crore,36000000.0,"DHA Phase 2 - Block V, DHA Phase 2",3.0,4.0,7.5,Marla,2041.875
1 KANAL BRAND NEW FULLY FURNISHED NEAR MC DONALD HOUSE FOR SALE,12.75 Crore,127500000.0,"DHA Phase 7, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
1 KANAL BUNGALOW WITH 1 KANAL LAWN FOR SALE NEAR TO JALAL SON PHASE 5,22 Crore,220000000.0,"DHA Phase 5, DHA Defence",5.0,6.0,2.0,Kanal,10890.0
2 KANAL ULTRA LUXURY MODERN FULL BASEMENT BUNGALOW FOR SALE PHASE 6 DHA,38 Crore,380000000.0,"DHA Phase 6 - Block K, DHA Phase 6",6.0,6.0,2.0,Kanal,10890.0
1 Kanal Well Maintained Modern Bungalow For Sale In Phase 1,7.5 Crore,75000000.0,"DHA Phase 1, DHA Defence",5.0,5.0,1.0,Kanal,5445.0
2 Kanal Full Basement Furnished Modern Bungalow for sale Phase 6,48 Crore,480000000.0,"DHA Phase 6, DHA Defence",6.0,6.0,2.0,Kanal,10890.0
10 Marla Brand New Modern Bungalow For Sale In DHA Phase 5,8.25 Crore,82500000.0,"DHA Phase 5, DHA Defence",4.0,5.0,10.0,Marla,2722.5
1 KANAL BRAND NEW FULL FURNISHED MODERN BUNGALOW FOR SALE PHASE 7,13 Crore,130000000.0,"DHA Phase 7, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
1 KANAL FULL BASEMENT FURNISHED BUNGALOW FOR SALE PHASE,22 Crore,220000000.0,"DHA Phase 6, DHA Defence",6.0,6.0,1.0,Kanal,5445.0
3 Kanal Brand New Modern Bungalow for sale Phase 7 DHA Lahore,39 Crore,390000000.0,"DHA Phase 7, DHA Defence",5.0,6.0,3.0,Kanal,16335.0
BRAND NEW HOUSE FOR SALE IN DHA PHASE 7 READY TO MOVE IN,6.9 Crore,69000000.0,"DHA Phase 7, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
01 KANAL AESTHETICALLY DESIGNED HOUSE FOR SALE IN DHA PHASE 5,8.17 Crore,81700000.0,"DHA Phase 5, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
22 MARLA LUXURIOUS HOUSE FOR SALE IN DHA PHASE 6,8.73 Crore,87300000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.1,Kanal,5989.500000000001
1 KANAL MODERN HOUSE FOR SALE IN DHA PHASE 7 AT PRIME LOCATION,7.5 Crore,75000000.0,"DHA Phase 7, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
Stunning Design 1 Kanal Brand New Bungalow For Sale Near To Golf In Dha Phase 6,8.85 Crore,88500000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
6.11 Marla Bahria Home Available For Sale In Sector E Bahria Town Lahore,1.75 Crore,17500000.0,"Bahria Homes, Bahria Town - Sector E",3.0,3.0,6.2,Marla,1687.95
Urgent Sale House For Sale Situated In  Lake City Meadows  Phase 1 - Block A Extension,2.2 Crore,22000000.0,"Lake City Meadows Phase 1 - Block A Extension, Lake City Meadows Phase 1",3.0,4.0,5.0,Marla,1361.25
Buying A House In DHA Phase 6 - Block B Lahore?,43 Crore,430000000.0,"DHA Phase 6 - Block B, DHA Phase 6",7.0,,3.0,Kanal,16335.0
2 Marla House Is Available For Sale In Lahore Medical Housing Society Lahore,85 Lakh,8500000.0,"Lahore Medical Housing Society, Lahore",2.0,2.0,2.0,Marla,544.5
2 Kanal Slightly Used Luxury Ultra-Modern Design Most Beautiful Fully Furnished Swimming Pool Bungalow For Sale at Prime Location of DHA Lahore Near To Park Masjid & Commercial Market .,22.5 Crore,225000000.0,"DHA Phase 3 - Block Y, DHA Phase 3",6.0,7.0,2.0,Kanal,10890.0
MASTER PIECE OF BEAUTY 1 KANAL BRAND NEW FULLY FURNISHED FULL BASEMENT HOUSE,17 Crore,170000000.0,"DHA Phase 7, DHA Defence",7.0,7.0,1.0,Kanal,5445.0
10 Marla 4x Bed Sd House Available For Sale Askari 11 Sector B,4.5 Crore,45000000.0,"Askari 11 - Sector B, Askari 11",3.0,5.0,10.0,Marla,2722.5
5 MARLA BRAND NEW HOUSE FOR SALE,2.25 Crore,22500000.0,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",3.0,4.0,5.0,Marla,1361.25
3 Years Instalments Plan 5 Marla Brand New House For Sale In Al Kabir Town Lahore,1.8 Crore,18000000.0,"Al-Kabir Town, Raiwind Road",3.0,4.0,5.0,Marla,1361.25
1 kanal House available for sale in cavalry ground,8.5 Crore,85000000.0,"Cavalry Ground, Lahore",7.0,6.0,1.0,Kanal,5445.0
12 Marla Well Maintained Spanish Bungalow For Sale In Divine Gardens Prime Location,4.85 Crore,48500000.0,"Divine Gardens, Lahore",4.0,5.0,12.0,Marla,3267.0
5 Mrala Brand New House available Sale,2.7 Crore,27000000.0,"Sheraz Villas Phase 1, Sheraz Villas",3.0,4.0,5.0,Marla,1361.25
1 KANAL BRAND NEW SPANISH DESIGN HOUSE FOR SALE IN DHA PHASE 7,7.5 Crore,75000000.0,"DHA Phase 7, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
Rich Moor Offer 1 Kanal New Build House For Sale In Phase 6 Dha Lahore,9.8 Crore,98000000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
5 Marla Ultra Modern House For Sale Near Park in DHA Phase 9 Town Lahore,2.18 Crore,21800000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
2 Kanal Brand New Fully Furnished Luxury House with Swimming Pool & Home Theater for Sale DHA Prime Location,35 Crore,350000000.0,"DHA Phase 6 - Block E, DHA Phase 6",6.0,7.0,2.0,Kanal,10890.0
The Epitome of Elegance in DHA 6,12.8 Crore,128000000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
10 Marla Brand New Reasonable Price House Available For Sale,4.65 Crore,46500000.0,"DHA 11 Rahbar Phase 1 - Block D, DHA 11 Rahbar Phase 1",4.0,5.0,10.0,Marla,2722.5
"5 Marla Elegant House In Bahria Town, Lahore",2 Crore,20000000.0,"Bahria Town - Sector C, Bahria Town",3.0,4.0,5.0,Marla,1361.25
"10 Marla Brand New Immaculate House In Bahria Town, Lahore.",4 Crore,40000000.0,"Bahria Town - Sector C, Bahria Town",5.0,6.0,10.0,Marla,2722.5
2 Kanal Ultra Luxurious Modern Furnished Full Basement Bungalow For Sale Phase 6,49 Crore,490000000.0,"DHA Phase 6, DHA Defence",6.0,7.0,2.0,Kanal,10890.0
3 Marla Brand New Beautiful House Is Available For Sale On Easy Instalments,1.4 Crore,14000000.0,"Jubilee Town, Lahore",3.0,4.0,3.0,Marla,816.75
One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Bungalow 2 Servant Quarter In Basement For Sale At Prime Location Of DHA Lahore Near To Park Masjid & DHA Raya Fairways Commercial.,9.9 Crore,99000000.0,"DHA Phase 7 - Block W, DHA Phase 7",5.0,6.0,1.0,Kanal,5445.0
8 Marla House For Sale,1.75 Crore,17500000.0,"Audit & Accounts Phase 1, Audit & Accounts Housing Society",2.0,3.0,8.0,Marla,2178.0
1.5 Marla New House For sale in Lalazar Garden Near To MARGZAR colony Walking Distance To Main,55 Lakh,5500000.0,"Marghzar Officers Colony, Lahore",2.0,2.0,1.5,Marla,408.375
1 kanal House For Sale 7 Beds 8 Bathroom 40 Feet Road Near Park Demand 600 lac Naspak 3 Near Valencia town Wapda town,6.2 Crore,62000000.0,"Wapda Town, Lahore",7.0,6.0,1.0,Kanal,5445.0
1 Kanal Sale IEP Town Near Valencia Town Lahore,6.15 Crore,61500000.0,"Valencia Housing Society, Lahore",6.0,6.0,1.0,Kanal,5445.0
1 Kanal A+ Category Luxury House For Sale,6.2 Crore,62000000.0,"Tariq Gardens, Lahore",6.0,6.0,1.0,Kanal,5445.0
Spacious 10 Marla Double Storey House For Sale On 60 Feet Road In Faisal Town Lahore,4.1 Crore,41000000.0,"Faisal Town, Lahore",4.0,4.0,10.0,Marla,2722.5
"Modern 10 Marla Brand New House with Parking Space for Sale in Garden Town, Lahore",6.5 Crore,65000000.0,"Garden Town, Lahore",7.0,7.0,10.0,Marla,2722.5
2.5Marla Triple Story Brand New Home For Sale,1.05 Crore,10500000.0,"Nishtar Colony, Lahore",5.0,4.0,2.5,Marla,680.625
Prime Location 6 Marla House Available For Sale In Nasheman Iqbal Phase 2 - Block B1 If You Hurry,2.35 Crore,23500000.0,"Nasheman Iqbal Phase 2 - Block B1, Nasheman-e-Iqbal Phase 2",5.0,6.0,6.0,Marla,1633.5
10 Marla LDA Approved Brand New Designer House For Sale In Bahria Orchard Phase 1 Lahore,3.9 Crore,39000000.0,"Bahria Orchard Phase 1 - Southern, Bahria Orchard Phase 1",5.0,6.0,10.0,Marla,2722.5
10 Marla Brand New House For Sale In Bahria Orchard Phase 1 Lahore,3.8 Crore,38000000.0,"Bahria Orchard Phase 1, Bahria Orchard",5.0,6.0,10.0,Marla,2722.5
10 Marla Triple Storey House For Sale In Engineers Town,3.5 Crore,35000000.0,"IEP Engineers Town - Sector A, IEP Engineers Town",6.0,7.0,10.0,Marla,2722.5
5 Marla Single Storey P Block House,69 Lakh,6900000.0,"Khayaban-e-Amin, Lahore",2.0,1.0,5.0,Marla,1361.25
5 Marla Luxurious House for sale in Al Rehman Garden Phase 2,2.4 Crore,24000000.0,"Al Rehman Garden Phase 2, Al Rehman Garden",6.0,6.0,5.0,Marla,1361.25
NEAR TO CARREFOUR 01 KANAL PROPER DOUBLE UNIT SPLENDID LUXURY HOUSE FOR SALE,6.65 Crore,66500000.0,"DHA Phase 7 - Block T, DHA Phase 7",6.0,6.0,1.0,Kanal,5445.0
Fully Furnished 2 Kanal Used Bungalow For Sale,17 Crore,170000000.0,"DHA Phase 2, DHA Defence",7.0,6.0,2.0,Kanal,10890.0
"Jasmine Block 10 Marla House For Sale - LDA Approved Nearby School, Mosque And All Commercial",2.75 Crore,27500000.0,"Bahria Town - Jasmine Block, Bahria Town - Sector C",5.0,6.0,10.0,Marla,2722.5
1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,7.95 Crore,79500000.0,"DHA Phase 7, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
Modern 5 Marla Solid Bungalow For Sale Phase 9 Town DHA Lahore,3.15 Crore,31500000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
1 Kanal House Is Available For Sale In EME Society Block E Lahore,11.5 Crore,115000000.0,"EME Society - Block E, EME Society",5.0,6.0,1.0,Kanal,5445.0
Buying A House In Bismillah Housing Scheme Lahore?,2.1 Crore,21000000.0,"Bismillah Housing Scheme, GT Road",4.0,5.0,5.0,Marla,1361.25
1 Kanal House Is Available For Sale In EME Society Block D Lahore,13.25 Crore,132500000.0,"EME Society - Block D, EME Society",5.0,6.0,1.0,Kanal,5445.0
A House At Affordable Price Awaits You,32 Crore,320000000.0,"DHA Phase 6 - Block K, DHA Phase 6",6.0,,2.0,Kanal,10890.0
3.5 Marla Brand New House For Sale,90 Lakh,9000000.0,"Paradise Homes Bedian Road, Bedian Road",3.0,3.0,3.5,Marla,952.875
1 KANAL OWNER BUILD BEAUTIFUL HOUSE NEAR PARK,8 Crore,80000000.0,"Lake City - Sector M-2, Lake City",5.0,6.0,1.0,Kanal,5445.0
1 Kanal 60 Feet Road House For Sale 7 Beds 8 Bathroom Near Park Demand 590 Lac Naspak 3 Near Valencia,6.2 Crore,62000000.0,"Valencia Housing Society, Lahore",7.0,6.0,1.0,Kanal,5445.0
10-Marla Brand New House For Sale(0321-4680642),4.75 Crore,47500000.0,"Marghzar Officers Colony, Lahore",6.0,7.0,10.0,Marla,2722.5
10 Marla Modern Elevation House With Hot Location For Sale In Bahria Town Lahore.,3 Crore,30000000.0,"Bahria Town - Overseas B, Bahria Town - Overseas Enclave",5.0,6.0,10.0,Marla,2722.5
Hot Deal 10 Marla Like New House For Sale In Bahria Town Lahore.,2.9 Crore,29000000.0,"Bahria Town - Sector E, Bahria Town",5.0,6.0,10.0,Marla,2722.5
10 Marla Like New Luxury House For Sale In Bahria Town Lahore.,3.25 Crore,32500000.0,"Bahria Town - Sector E, Bahria Town",5.0,6.0,10.0,Marla,2722.5
