Title,Price_Text,Price_Numeric,Location,Bedrooms,Bathrooms,Area_Size,Area_Unit,Area_Sqft
To sale You Can Find Spacious House In DHA Phase 7,3.9 Crore,39000000.0,"DHA Phase 7, DHA Defence",4.0,4.0,10.0,Marla,2722.5
1 Kanal Owner Build Modern Bungalow For Sale In Phase 3 DHA Prime Location,7.8 Crore,78000000.0,"DHA Phase 3, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
Last One Cheapest Price 2-Kanal Fully Furnished Modern Design bungalow One kanal Lawn One Kanal Bungalow For Sale Near Rayay Fair Ways & Mosque,22.99 Crore,229899999.99999997,"DHA Phase 6, DHA Defence",6.0,7.0,2.0,Kanal,10890.0
10 Marla Corner House For Sale In Gul Mohar Block Sector C Bahria Town Lahore,3.9 Crore,39000000.0,"Bahria Town - Sector C, Bahria Town",5.0,6.0,10.0,Marla,2722.5
21 Marla Ultra Luxury Brand New Designer House For Sale in Valancia Town Lahore.,8.95 Crore,89500000.0,"Valencia Housing Society, Lahore",5.0,6.0,1.0,Kanal,5445.0
Main Gulberg 9 Kanal Off Main Boulevard,1 Arab,1.0,"Main Boulevard Gulberg, Gulberg",10.0,7.0,9.0,Kanal,49005.0
1 Kanal Luxury House For Sale in DHA Phase 6,9 Crore,90000000.0,"DHA Phase 6 - Block B, DHA Phase 6",5.0,5.0,1.0,Kanal,5445.0
2 Kanal Brand New First Entry Spanish Style Facing Road 100 Feet For Sale Available In Valencia Housing Society Lahore,17.5 Crore,175000000.0,"Valencia Housing Society, Lahore",6.0,6.0,2.0,Kanal,10890.0
1 Kanal Brand New First Entry House For Sale Available In Valencia Housing Society Lahore,8.25 Crore,82500000.0,"Valencia Housing Society, Lahore",5.0,6.0,1.0,Kanal,5445.0
1 Kanal Brand New First Entry Stylist House For Sale Available In Valencia Housing Society Lahore,8.25 Crore,82500000.0,"Valencia Housing Society, Lahore",5.0,6.0,1.0,Kanal,5445.0
10 Marla House For sale in DHA phase 4,3.65 Crore,36500000.0,"DHA Phase 4, DHA Defence",4.0,5.0,10.0,Marla,2722.5
Brand New House Available For Sale In DHA 9 Town Lahore,2.15 Crore,21500000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
3 Kanal Beautiful Bungalow,40 Crore,400000000.0,"St John Park, Cantt",11.0,7.0,3.0,Kanal,16335.0
OWNER NEEDY 1 KANAL VICTORIAN DESIGN BUNGALOW FOR SALE IN LOW PRICE NEAR TO CARREFOUR.,6.65 Crore,66500000.0,"DHA Phase 7 - Block U, DHA Phase 7",5.0,6.0,1.0,Kanal,5445.0
1 KANAL BUNGALOW WITH 1 KANAL LAWN BRAND NEW FAISAL RASOOL FULLY FURNISHED ROYAL DESIGN IN LOW PRICE NEAR TO RAYA,12.8 Crore,128000000.0,"DHA Phase 6 - Block L, DHA Phase 6",5.0,6.0,2.0,Kanal,10890.0
5 Marla House For Sale In A-Block Khayaban-e-Amin Society Lhr.,1.5 Crore,15000000.0,"Khayaban-e-Amin - Block A, Khayaban-e-Amin",3.0,3.0,5.0,Marla,1361.25
1000% ORIGINAL ADD 1 KANAL BRAND NEW ULTRA MODERN FULLY FURNISHED BUNGALOW FOR SALE IN LOW PRICE NEAR TO MARKET.,7.85 Crore,78500000.0,"DHA Phase 5, DHA Defence",6.0,7.0,1.2,Kanal,6534.0
8 Marla Like Brand New Luxury House For Sale In Bahria Town Lahore.,2.6 Crore,26000000.0,"Bahria Town - Sector C, Bahria Town",4.0,4.0,8.0,Marla,2178.0
5 MARLA BRAND NEW HOUSE FOR SALE IN KHAYABAN AMIN G BLOCK GOOD LOCATION,1.85 Crore,18500000.0,"Khayaban-e-Amin, Lahore",4.0,4.0,5.0,Marla,1361.25
10 Marla Brand New Luxury House Available For Sale In Bahria Town Lahore.,3.25 Crore,32500000.0,"Bahria Town - Sector E, Bahria Town",5.0,6.0,10.0,Marla,2722.5
5 Marla Brand New House For Sale Available In DHA 11 Rahbar Lahore,1.85 Crore,18500000.0,"DHA 11 Rahbar Phase 2 - Block J, DHA 11 Rahbar Phase 2",3.0,4.0,5.0,Marla,1361.25
10 Marla Brand New House For Sale Available In Wapda Town Phase 1 Lahore,4 Crore,40000000.0,"Wapda Town Phase 1 - Block E2, Wapda Town Phase 1",5.0,6.0,10.0,Marla,2722.5
8 Marla Brand New House For Sale Very Reasonable Price Urgent Sale,3.5 Crore,35000000.0,"DHA 11 Rahbar Phase 1, DHA 11 Rahbar",4.0,5.0,8.0,Marla,2178.0
10 Marla Brand New Modern House For Sale,3.5 Crore,35000000.0,"Lake City Meadows, Lahore",5.0,6.0,10.0,Marla,2722.5
05 Marla Brand New House For Sale Available In DHA 11 Rahbar Lahore,2 Crore,20000000.0,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",3.0,4.0,5.0,Marla,1361.25
3 Years Installment Plan Luxury 10 Marla Brand New House In Park View City Lahore,3 Crore,30000000.0,"Park View City, Lahore",5.0,6.0,10.0,Marla,2722.5
Brand New Furnished 1 Kanal Elegant And Fully Maintained Super Hot Located Bungalow Is Available In The Best Block Of DHA Lahore.,10.75 Crore,107500000.0,"DHA Phase 7 - Block U, DHA Phase 7",5.0,6.0,1.0,Kanal,5445.0
3 Years Easy Instalment Plan 5 Marla Brand New House For Sale In Park View City Lahore.,1.65 Crore,16500000.0,"Park View City, Lahore",4.0,4.0,5.0,Marla,1361.25
One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Bungalow 2 Servant Quarter In Basement For Sale At Prime Location Of DHA Lahore Near To Park Masjid & DHA Raya Fairways Commercial.,9 Crore,90000000.0,"DHA Phase 7 - Block T, DHA Phase 7",5.0,6.0,1.0,Kanal,5445.0
3 Years Installment Plan Luxury 5 Marla Brand New House In Lake City Lahore,1.6 Crore,16000000.0,"Park View City, Lahore",4.0,5.0,5.0,Marla,1361.25
22 Marla Corner Lavish House For Sale Available In Valencia Housing Society Lahore,10 Crore,100000000.0,"Valencia Housing Society, Lahore",6.0,6.0,1.1,Kanal,5989.500000000001
1 Kanal Brand New Stylish House For Sale Available In Valencia Housing Society Lahore,9.2 Crore,92000000.0,"Valencia Housing Society, Lahore",5.0,6.0,1.0,Kanal,5445.0
Stunning 10 Marla Brand New Home Facing Park Bahria Town Opportunity,4.25 Crore,42500000.0,"Bahria Town - Sector C, Bahria Town",5.0,6.0,10.0,Marla,2722.5
"10 Marla Stylish & Well-Maintained Like Brand New House for Sale With 5 Bedrooms, Ideal for Families In Bahria Town Lahore.",3.25 Crore,32500000.0,"Bahria Town - Sector E, Bahria Town",5.0,6.0,10.0,Marla,2722.5
Triple Storey 2 Marla House For Sale In Green Cap Housing Society Green Cap Housing Society,65 Lakh,6500000.0,"Green Cap Housing Society, Lahore",3.0,3.0,2.0,Marla,544.5
1-Kanal Brand New House For Sale I Naspak 3 Near Valencia town Lahore 7 beds 60 feet road,6.2 Crore,62000000.0,"Valencia Housing Society, Lahore",5.0,6.0,1.0,Kanal,5445.0
38 Marla 2 Year'S Used House Available For Sale 7 Beds 9 Bathroom Fully Basement 40 Feet Road Near Park Demand 12 Crore 50 Lac,12.5 Crore,125000000.0,"Valencia Housing Society, Lahore",8.0,6.0,1.8,Kanal,9801.0
"Experience High-Class Living in This 5-Marla Stunning Bungalow Modern Comforts, Spacious Rooms & Secure Surroundings in Lake City Lahore",2.6 Crore,26000000.0,"Lake City, Raiwind Road",4.0,5.0,5.0,Marla,1361.25
10 Marla Brand New House For Sale J Block,3.55 Crore,35500000.0,"LDA Avenue, Lahore",6.0,6.0,10.0,Marla,2722.5
Old Price Unit House Available In Amanah Mall,1.27 Crore,12700000.0,"Amanah Mall Service Apartments, Model Town Link Road",1.0,1.0,2.5,Marla,680.625
22 Marla Corner Facing Part House For Sale Available In Valencia Housing Society Lahore,6.25 Crore,62500000.0,"Valencia Housing Society, Lahore",7.0,7.0,1.1,Kanal,5989.500000000001
10 Marla Brand New Modern House For sale,2.7 Crore,27000000.0,"Bankers Avenue Cooperative Housing Society, Lahore",5.0,6.0,10.0,Marla,2722.5
10 Marla Brand New Modern house for sale,2.85 Crore,28500000.0,"Formanites Housing Scheme, Lahore",5.0,6.0,10.0,Marla,2722.5
5 Marla Brand New House For Sale Very Reasonable Price Urgent Sale,1.9 Crore,19000000.0,"DHA 11 Rahbar Phase 2 - Block G, DHA 11 Rahbar Phase 2",3.0,4.0,5.0,Marla,1361.25
10 Marla Brand New House For Sale Very Reasonable Price Urgent Sale,3.5 Crore,35000000.0,"Architects Engineers Housing Society, Lahore",5.0,6.0,10.0,Marla,2722.5
10 Marla Brand New Modern House For sale,3.5 Crore,35000000.0,"Lake City Meadows, Lahore",,6.0,10.0,Marla,2722.5
2 Kanal Lawn 1 Kanal House Fully Furnished With Solar Installed Prime Location,42 Crore,420000000.0,"DHA Phase 7, DHA Defence",5.0,6.0,3.0,Kanal,16335.0
10 MARLA OWNER BUILD DOUBLE UNIT MODERN BUNGALOW FOR SALE IN PHASE 5,6.5 Crore,65000000.0,"DHA Phase 5, DHA Defence",5.0,6.0,10.0,Marla,2722.5
10 Marla Brand New Modern House For Sale,4.1 Crore,41000000.0,"DHA Phase 7, DHA Defence",4.0,5.0,10.0,Marla,2722.5
Land Expert Pvt. Ltd. Customized A+ Construction Delivered In 5 Months,1.6 Crore,16000000.0,"Park View City - Tulip Overseas, Park View City",4.0,4.0,5.0,Marla,1361.25
3 Marla Triple Storey Spanish House Urgent For Sale In Canal Garden Lahore,1.5 Crore,15000000.0,"Canal Garden, Lahore",4.0,4.0,3.0,Marla,816.75
100 % Original Deal ! One Kanal Full Basement Most Beautiful House Available For Sale Near To Carrefour,7.12 Crore,71200000.0,"DHA Phase 7, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
10 Marla House For Sale DHA Phase 1 P Block Investment Opportunity,3.8 Crore,38000000.0,"DHA Phase 1 - Block P, DHA Phase 1",4.0,5.0,10.0,Marla,2722.5
10 Marla Ultra Advance Modern Smart Features Designer Use House Available For Sale Meeting With Direct Owner,3.25 Crore,32500000.0,"Bahria Town - Overseas Enclave, Bahria Town",5.0,6.0,10.0,Marla,2722.5
5 Marla Ultra Classic Architect Designer House For Sale In Bahria Town Lahore,2.55 Crore,25500000.0,"Bahria Town - Block CC, Bahria Town - Sector D",3.0,5.0,5.0,Marla,1361.25
10 Marla Ultra Advance Modern Smart Features Designer Brand New House Available For Sale Meeting With Direct Owner,3.99 Crore,39900000.0,"Bahria Town - Block DD, Bahria Town - Sector D",5.0,6.0,10.0,Marla,2722.5
10 Marla Ultra Advance Modern Smart Features Designer Brand New House Available For Sale Meeting With Direct Owner,4.25 Crore,42500000.0,"Bahria Town - Overseas B, Bahria Town - Overseas Enclave",5.0,,10.0,Marla,2722.5
Phase 7 Y Block 10 Marla House Owner Living Here,3.6 Crore,36000000.0,"DHA Phase 7 - Block Y, DHA Phase 7",4.0,4.0,10.0,Marla,2722.5
Banker Society Block B | 10 Marla Like-New House For Sale,3.1 Crore,31000000.0,"Bankers Housing Society - Block B, Bankers Co-operative Housing Society",5.0,5.0,10.0,Marla,2722.5
12 MARLA SPANISH BRAND NEW HOUSE LOOK LIKE ONE KANAL NEAR TO GOLDCREST MALL,4.99 Crore,49900000.0,"DHA Phase 4, DHA Defence",5.0,6.0,12.0,Marla,3267.0
2.6 Marla Corner Brand New Double Storey House in A2 Township LHR,1.5 Crore,15000000.0,"Township - Sector A2, Township",3.0,3.0,2.5,Marla,680.625
Brand New HOUSE FOR SALE,1.25 Crore,12500000.0,"Marghzar Officers Colony - Block P, Marghzar Officers Colony",3.0,3.0,2.5,Marla,680.625
Ready To Buy A House In Formanites Housing Scheme Formanites Housing Scheme,3.9 Crore,39000000.0,"Formanites Housing Scheme, Lahore",6.0,6.0,10.0,Marla,2722.5
1 Kanal House For Sale In Valencia J Block,5 Crore,50000000.0,"Valencia - Block B, Valencia Housing Society",6.0,6.0,1.0,Kanal,5445.0
Facing Park Near Commercial Raya 2 Kanal Home A Perfect Blend Of Luxury And Comfort Fully Furnished with Swimming Pool,42 Crore,420000000.0,"DHA Phase 6, DHA Defence",5.0,6.0,2.0,Kanal,10890.0
10 Marla Brand New Spanish House For sale in DHA phase 7,4.1 Crore,41000000.0,"DHA Phase 7, DHA Defence",4.0,5.0,10.0,Marla,2722.5
01 Kanal House For Sale In Uet Housing Society Lahore,5.5 Crore,55000000.0,"UET Housing Society - Block B, UET Housing Society",6.0,6.0,1.0,Kanal,5445.0
10 Marla House For Sale In Architect Engineers Housing Society Lahore,3.9 Crore,39000000.0,"Architects Engineers - Block B, Architects Engineers Housing Society",5.0,6.0,10.0,Marla,2722.5
Modern Masterpiece 1 Kanal Bungalow For Sale In DHA Phase 4 Prime Location,7.7 Crore,77000000.0,"DHA Phase 4, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
1200 Square Feet House In Stunning Bahria Town - Jinnah Block Is Available For sale,2.5 Crore,25000000.0,"Bahria Town - Jinnah Block, Bahria Town - Sector E",3.0,4.0,5.3,Marla,1442.925
10 Marla House Available For Sale In Bahria Town Lahore,3.1 Crore,31000000.0,"Bahria Town - Sector E, Bahria Town",5.0,6.0,10.0,Marla,2722.5
5 Marla House For Sale In Sector C Bahria Town Lahore,2 Crore,20000000.0,"Bahria Town - Sector C, Bahria Town",3.0,5.0,5.0,Marla,1361.25
10 Marla Designer House For Sale In The Heart Of Bahria Town Sector C,3 Crore,30000000.0,"Bahria Town - Sector C, Bahria Town",5.0,6.0,10.0,Marla,2722.5
Luxury owner Built semi furnished house for sale .,8 Crore,80000000.0,"DHA Phase 7 - Block X, DHA Phase 7",5.0,6.0,1.0,Kanal,5445.0
Luxurious 9 Year Old House For Sale With Full Basement,10.85 Crore,108500000.0,"DHA Phase 5 - Block C, DHA Phase 5",6.0,6.0,1.0,Kanal,5445.0
1 KANAL BEAUTIFUL HOUSE FOR SALE,10.75 Crore,107500000.0,"Wapda Town Phase 1, Wapda Town",5.0,6.0,1.0,Kanal,5445.0
Ultra Spanish 10 Marla Brand New Luxury House For Sale In Paragon City Woods Block,6 Crore,60000000.0,"Paragon City - Woods Block, Paragon City",5.0,5.0,10.0,Marla,2722.5
Overseas Client Best Offer 5 Marla Brand New House For Sale Near Park And Mosque,2.07 Crore,20700000.0,"DHA 9 Town, DHA Defence",3.0,5.0,5.0,Marla,1361.25
Spectacular Designer 1 Kanal New Build House For Sell In Dha Lahore,9 Crore,90000000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
1 Kanal Grey Structure Well Maintained House For Sale In DHA Phase 7 Ideal Location Now you Can Make Your Own Dream Home,6 Crore,60000000.0,"DHA Phase 7 - Block Y, DHA Phase 7",5.0,6.0,1.0,Kanal,5445.0
1 Kanal Corner Stylish Brand New First Entry House For Sale Available In Valencia Housing Society Lahore,9.8 Crore,98000000.0,"Valencia Housing Society, Lahore",6.0,6.0,1.0,Kanal,5445.0
1 Kanal Brand New Spanish Style House For Sale Available In Valencia Housing Society Lahore,8.25 Crore,82500000.0,"Valencia Housing Society, Lahore",6.0,6.0,1.0,Kanal,5445.0
10 Marla Stylish House For Sale Available In Valencia Housing Society Lahore,4.9 Crore,49000000.0,"Valencia Housing Society, Lahore",6.0,6.0,10.0,Marla,2722.5
11 Marla Facing Park Bijali Pani Gas Available House For Sale Available In Valencia Housing Society Lahore,4.6 Crore,46000000.0,"Valencia Housing Society, Lahore",6.0,6.0,11.0,Marla,2994.75
1 kanal Spanish style brand new first entry house for sale available in Valencia Housing Society Lahore,9.5 Crore,95000000.0,"Valencia Housing Society, Lahore",7.0,6.0,1.0,Kanal,5445.0
10 Marla Well Maintained Owner Build Bungalow for sale in Phase 8,5.4 Crore,54000000.0,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",4.0,5.0,10.0,Marla,2722.5
2 kanal house near pf market,22 Crore,220000000.0,"Cantt, Lahore",10.0,6.0,2.0,Kanal,10890.0
CORNER 22 MARLA FULL BASEMENT DOUBLE UNIT NEAR TO RAYA,9.74 Crore,97400000.0,"DHA Phase 6 - Block M, DHA Phase 6",6.0,6.0,1.0,Kanal,5445.0
DHA LAHORE PHASE 6 ONE KANAL SPANISH VILLA NEAR H PARK,9.41 Crore,94100000.0,"DHA Phase 6 - Block G, DHA Phase 6",5.0,6.0,1.0,Kanal,5445.0
5 Marla Modern Designs House For Sale in DHA 9 town,2.2 Crore,22000000.0,"DHA 9 Town, DHA Defence",3.0,5.0,5.0,Marla,1361.25
5 Marla brand new house for sale in Sanford society johar town,2.8 Crore,28000000.0,"Johar Town, Lahore",5.0,6.0,5.0,Marla,1361.25
"Luxurious Brand New Full Basement, Full Furnished, Cinema And Pool",24 Crore,240000000.0,"DHA Phase 8 - Block V, DHA Phase 8",6.0,,1.0,Kanal,5445.0
4.5 Marla House Available For Sale In Al-Hamra Town Phase 1 Lahore,1.75 Crore,17500000.0,"Al Hamra Town, Lahore",4.0,4.0,4.5,Marla,1225.125
10 Marla Modern Designs House For Sale in DHA LAHORE Phase 7,4.5 Crore,45000000.0,"DHA Phase 7, DHA Defence",4.0,5.0,10.0,Marla,2722.5
5 Marla Ultra Modern Brand New House For Sale In DHA 9 Town Lahore,2.15 Crore,21500000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
5 Marla Beautiful for sale in lake City meadows on top location (ex state life),2.3 Crore,23000000.0,"Lake City Meadows Phase 1, Lake City Meadows",3.0,4.0,5.0,Marla,1361.25
10 Marla New Luxury Reasonable House For Price,3.1 Crore,31000000.0,"Bankers Avenue Cooperative Housing Society, Lahore",6.0,6.0,10.0,Marla,2722.5
10 Marla Brand New House For Sale In LDA Avenue One Raiwind Road Lahore Pakistan,3.17 Crore,31700000.0,"LDA Avenue, Lahore",6.0,6.0,10.0,Marla,2722.5
10 Marla Luxurious Brand New Investor Rate House,3.27 Crore,32700000.0,"LDA Avenue, Lahore",7.0,6.0,10.0,Marla,2722.5
SPANISH DESIGN 5 MARLA HOUSE FOR SALE NEAR PARK,2.12 Crore,21200000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
2 Kanal Furnished House For Sale In Defence Raya Lahore,42 Crore,420000000.0,"Defence Raya, DHA Defence",6.0,6.0,2.0,Kanal,10890.0
10 MARLA HOUSE SLIGHTLY USED AND EXTRA ORDINARY SUPER LOCATION OF ALL BAHRIA ORCHARD,4.35 Crore,43500000.0,"Bahria Orchard, Lahore",5.0,6.0,10.0,Marla,2722.5
10 Marla Brand New Pair House For Sale In Nasheman Iqbal Phase 1 Near Park Market And Main Boulevard Solid Construction Super Hot Location,3.75 Crore,37500000.0,"Nasheman-e-Iqbal Phase 1, Nasheman-e-Iqbal",6.0,6.0,10.0,Marla,2722.5
2 Kanal Fully Furnished House For Sale In Wapda Town Solid Construction Solar Installed Swimming Pool Cinema Hall,15 Crore,150000000.0,"Wapda Town Phase 1, Wapda Town",6.0,6.0,2.0,Kanal,10890.0
4 Marla Old House For Sale In Milltry Account,1.5 Crore,15000000.0,"Military Accounts Housing Society, Lahore",4.0,4.0,4.0,Marla,1089.0
10 Marla Beautiful House For Sale In NFC 1,4.15 Crore,41500000.0,"NFC 1, Lahore",5.0,6.0,10.0,Marla,2722.5
Brand New Corner House For Sale In Neshaman E Iqbal Phase 2,2.1 Crore,21000000.0,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",5.0,5.0,5.0,Marla,1361.25
5 Marla Double Storey Brand New House For Sale In Neshaman E Iqbal,1.85 Crore,18500000.0,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",5.0,5.0,5.0,Marla,1361.25
5 Marla Brand New House For Sale In Nasheman Iqbal Phase 2,2 Crore,20000000.0,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",5.0,6.0,5.0,Marla,1361.25
Luxury 1 Kanal House Is For Sale In Dha Lahore,11.45 Crore,114500000.0,"DHA Phase 7, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
Modern Designed 1 Kanal House Is For Sell In Phase 7 Dha Lahore,5.85 Crore,58500000.0,"DHA Phase 7, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
Designer House 1 Kanal In Dha Lahore For Sell.,7.45 Crore,74500000.0,"DHA Phase 7, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
Spectacular 1 Kanal Modern Designed House Is For Sale In Phase 6 Dha Lahore.,11.15 Crore,111500000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
1 Kanal New Build Beautiful Modern Designed House For Sell In Dha Lahore,8.15 Crore,81500000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
Spanish Designed Beautiful House For Sale In Phase 6 DHA Lahore,10 Crore,100000000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.1,Kanal,5989.500000000001
9 Marla Beautiful House For Sale Banker Avenue Cooperative Society Lahore,3.15 Crore,31500000.0,"Bankers Avenue Cooperative Housing Society, Lahore",4.0,5.0,9.0,Marla,2450.25
Near Park And Mosque 5 Marla With Beautiful Lavish House For Sale In Dha 9 town,2.09 Crore,20900000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
"Proper 2 Unit Victorian Bungalow For Sale, Near CarreFour Mall And Park",6.75 Crore,67500000.0,"DHA Phase 7, DHA Defence",6.0,6.0,1.0,Kanal,5445.0
5 Marla Brand New Top Quality Ultra Modern Luxury Villa For Sale In DHA,2.1 Crore,21000000.0,"DHA 9 Town, DHA Defence",3.0,4.0,5.0,Marla,1361.25
1 Kanal Most Eye Catching 1 Kanal Villa Came For Sale In Phase 8,7.75 Crore,77500000.0,"DHA Phase 8, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
House Sized 1 Kanal In DHA Phase 7 - Block Y,9.25 Crore,92500000.0,"DHA Phase 7 - Block Y, DHA Phase 7",5.0,6.0,1.0,Kanal,5445.0
2.5 Marla House Is Available For Sale In Chungi Amar Sadhu,45 Lakh,4500000.0,"Chungi Amar Sadhu, Lahore",3.0,3.0,2.5,Marla,680.625
"Luxurious 1 Kanal 5 Bedrooms Villa In Tipu Sultan Block, Bahria Town Lahore (Non-Furnished)",8.6 Crore,86000000.0,"Bahria Town - Tipu Sultan Block, Bahria Town - Sector F",5.0,6.0,1.0,Kanal,5445.0
2.5 Marla Double Storey House for Sale on Main Green Cap Road Gajjumata Demand 75 Lac,75 Lakh,7500000.0,"Gajju Matah, Lahore",3.0,3.0,2.5,Marla,680.625
KANAL BUNGALOW KANAL LAWN WITH 10 KVA SOLAR INSTALLED FOR SALE NEAR TO McDonalds.,11.5 Crore,115000000.0,"DHA Phase 7 - Block Y, DHA Phase 7",5.0,6.0,2.0,Kanal,10890.0
10 Marla Brand New House Sui Gas Meter Installed Triple Storey Designer House Solid Construction,6.7 Crore,67000000.0,"Faisal Town, Lahore",7.0,7.0,10.0,Marla,2722.5
1 Kanal Spanish Design Brand New House For Sale In Wapda Town Near Wapda Main Gate,10.25 Crore,102500000.0,"Wapda Town Phase 1, Wapda Town",6.0,6.0,1.0,Kanal,5445.0
Property For Sale In Eden Residencia Lahore Is Available Under Rs. 16500000/-,1.5 Crore,15000000.0,"Eden Residencia, Eden",5.0,4.0,4.0,Marla,1089.0
3 Marla Brand New House For Sale In Punjab University Town-2,1.2 Crore,12000000.0,"Punjab University Society Phase 2, Punjab University Employees Society",3.0,4.0,3.0,Marla,816.75
2.5 Marla House For Sale In Al Hamad Homes Next To PECHS Phase 2,99 Lakh,9900000.0,"PGECHS Phase 2, Punjab Govt Employees Society",3.0,3.0,2.5,Marla,680.625
4 Marla Brand New House For Sale Near Punjab University Society Phase-2,1.55 Crore,15500000.0,"Punjab University Employees Society, Lahore",4.0,4.0,4.0,Marla,1089.0
The Hidden Gem: Modern Elegance Meets Timeless Comfort,8.8 Crore,88000000.0,"DHA Phase 7, DHA Defence",5.0,7.0,1.0,Kanal,5445.0
Live the Life You Deserve A Masterpiece of Modern Luxury Awaits,11 Crore,110000000.0,"DHA Phase 6, DHA Defence",6.0,7.0,1.0,Kanal,5445.0
Ready To sale A House 20 Marla In DHA Phase 6 Lahore,11.5 Crore,115000000.0,"DHA Phase 6, DHA Defence",5.0,6.0,1.0,Kanal,5445.0
10 MARLA BRAND NEW HOUSE TOP LOCTION NEAR TO PARK NEAR TO DEFANCE RAYA,4.25 Crore,42500000.0,"DHA Phase 7, DHA Defence",4.0,5.0,10.0,Marla,2722.5
UltraModern Top Notch 1 Kanal Luxury Bungalow | A+ Construction | Swimming Pool | 20 kV Solar | 100% Original Deal | DHA Phase 6 | Prime Location | Near Dolmen Mall,9.15 Crore,91500000.0,"DHA Phase 6 - Block B, DHA Phase 6",6.0,6.0,1.0,Kanal,5445.0
11 Marla Out Class Location House Available For Sale,3.58 Crore,35800000.0,"Faisal Town - Block A, Faisal Town",4.0,5.0,11.0,Marla,2994.75
Hot Location House 2 Side Open Available For Sale,1.47 Crore,14700000.0,"Faisal Town - Block D, Faisal Town",3.0,4.0,3.0,Marla,816.75
1 KANAL OLD BUT LIKE A BRAND NEW HOUSE FOR SALE,10 Crore,100000000.0,"DHA Phase 3 - Block W, DHA Phase 3",6.0,7.0,1.0,Kanal,5445.0
House Of 3 Marla In Cavalry Extension For sale,1.2 Crore,12000000.0,"Cavalry Extension, Lahore",3.0,4.0,3.0,Marla,816.75
Ready To Buy A House 6 Marla In Divine Gardens,3 Crore,30000000.0,"Divine Gardens, Lahore",3.0,4.0,6.0,Marla,1633.5
10 Marla Pair Brand New House Super Hot Location Direct Main Road Approach Khayaban E Jinnah Road Near Park Market Mosque,4.55 Crore,45500000.0,"Airline Housing Society, Lahore",6.0,6.0,10.0,Marla,2722.5
10 Marla Brand New House For Sale in Sector E Bahria Town Lahore,3.2 Crore,32000000.0,"Bahria Town - Sector E, Bahria Town",5.0,7.0,10.0,Marla,2722.5
5 Marla Double Storey House,1.4 Crore,14000000.0,"Khayaban-e-Amin, Lahore",3.0,3.0,5.0,Marla,1361.25
8 Marla Owner Builds Corner House,3 Crore,30000000.0,"DHA 11 Rahbar Phase 1, DHA 11 Rahbar",4.0,5.0,8.0,Marla,2178.0
8 Marla Like Brand New Luxury House With Gas Available For Sale In Bahria Town Lahore.,2.6 Crore,26000000.0,"Bahria Town - Ali Block, Bahria Town - Sector B",4.0,4.0,8.0,Marla,2178.0
Stunning 8 Marla Park-Facing House For Sale | 4 Beds | Double Kitchen | Like New Condition,2.5 Crore,25000000.0,"Bahria Town - Usman Block, Bahria Town - Sector B",4.0,4.0,8.0,Marla,2178.0
5 Marla Like New Modern Elevation House With Gas Available For Sale In Bahria Town Lahore.,1.7 Crore,17000000.0,"Bahria Town - Sector D, Bahria Town",3.0,4.0,5.0,Marla,1361.25
3 Years Installment Plan Luxury 5 Marla Brand New House In Bahria Orchard Lahore,1.6 Crore,16000000.0,"Bahria Orchard, Lahore",3.0,4.0,5.0,Marla,1361.25
3 Marla House For Sale In Eden Lane Villas 2 Lhr.,85 Lakh,8500000.0,"Eden Lane Villas 2, Eden",2.0,2.0,3.0,Marla,816.75
5 Marla House For Sale In L-Block Khayaban-e-Amin Society Lhr.,1.7 Crore,17000000.0,"Khayaban-e-Amin - Block L, Khayaban-e-Amin",3.0,3.0,5.0,Marla,1361.25
23 MARLA ANTIQUE DESIGN WHITE THEME FULL BASEMENT BUNGALOW WITH SWIMMING POOL FOR SALE NEAR TO DOLEMON MALL.,11.65 Crore,116500000.0,"DHA Phase 6 - Block A, DHA Phase 6",7.0,7.0,1.2,Kanal,6534.0
